id,dtweet,class,Detect_language,tweet,,
5.64864753169076E+017,RT @macroarch: People were furious over this situation. They start with Tripoli and they don't bother to touch Dahyeih that is filled with Hezbollah 1/,1,en,RT @macroarch: People were furious over this situation. They start with Tripoli and they don't bother to touch Dahyeih that is filled with Hezbollah 1/,,
6.64855750594986E+017,"RT @HadithAllDay: The Prophet ﷺ said: ""The best marriage is the easiest.”

{الصحيحة ١٨٤٢}",1,om,#VALUE!,,
8.10958451832738E+017,سابقين السفير الروسي لإستقباله فيما يستحقه ويستحقونه… https://t.co/HGE3fjg1Sw,1,ar,Former Russian Ambassador to receive what he deserves and deserves ... https://t.co/hge3fjg1sw,,
5.53273031242441E+017,"صورة رائعة لشاب يتوضأ في باحات الأقصى رغم برودة الطقس
 #العاصفة_الثلجية_هدى http://t.co/r1i6syEQkO
عبر @mnaw7 
رباط رغم شدة الاحتلال والجو!",1,ar,"A great picture of a young man performing ablution in Al -Aqsa courtyards despite the cold weather
 #Snow Storm_Adda http://t.co/r1i6syeqko
Via @mnaw7
Rabat despite the severity of the occupation and the atmosphere!",,
7.34647403924599E+017,"RT @ano___ans777: عشرات الأسعافات الأضافية تهرع من مناطق بغداد ألى الكرمة بأذن الله مجازر تشفي قلوبكم 
#كلنا_ام_المساجد",1,ar,"RT @ano ___ ANS777: Dozens of additional aid rushing from the areas of Baghdad to the vine, God willing, massacres heal your hearts
#We are all_M mosques",,
6.65906570472104E+017,RT @Al_Annabii: Poutine va envoyer 150 000 soldats russes en Syrie !!! https://t.co/e2BKDh1FUT,1,fr,"RT @al_annabii: Putin will send 150,000 Russian soldiers to Syria !!! https://t.co/e2bkdh1fut",,
5.61588076669981E+017,"RT @abo_hafss_3: المكتب اﻹعﻻمي | #ولاية_نينوى
إصدار مرئي :
رسائل من أرض الرباط 1

https://t.co/20KOZje4YB

#الدولة_الإسلامية
http://t.co/pW5Em7A6xw",1,ar,"RT @abo_hafss_3: Knowledge Office | #Alnoia state
Visual version:
Messages from the land of Rabat 1

https://t.co/20kozje4yb

#Islamic country
http://t.co/pw5em7a6xw",,
7.8982523890097E+017,"RT @ForestsOfCongo: #Iraq-i Army torturing kidnapped Muslim civilians who fled as refugees near #Mosul

https://t.co/BWkKUhXqcI",1,en,"RT @ForestsOfCongo: #Iraq-i Army torturing kidnapped Muslim civilians who fled as refugees near #Mosul

https://t.co/BWkKUhXqcI",,
5.53591491483169E+017,@alwalawalbaraaa شهداء انشاء الله,1,ar,"@Alwalawalbaraa Martyrs, God willing",,
5.61664786690105E+017,"@syrianalann 
فأي ردةِ بعد هذه!",1,ar,"@syrianalann
Any apostasy after this!",,
6.6624606940423E+017,"دعم عااااااجل و صاااااااروخي
🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
للأخ الفاضل الباحث الأمني
⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬
 https://t.co/8LgUCM4UwG",1,ar,"Support Aaaaajjal and my family
🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
For the honorable brother, the security researcher
⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬
 https://t.co/8LGUCM4uwg",,
5.70977664191893E+017,RT @alheetari22: ما أحلى صور الجهاد والمجاهدين وهم يهدمون قبرا أو يقتلون مرتدا أو ينفذون حدا أو يبنون جسرا أو يصنعون سلاحا  أو يعلمون جاهلا,1,ar,"RT @alheetari22: What are the sweetest images of jihad and Mujahideen while they destroy a grave, kill apostates, carry out an end, build a bridge, make a weapon, or know ignorant",,
5.53600686928445E+017,"Troll kafirs: I block your Tweets without even reading. Now die in your rage even more!

#JeSuisKouachi",1,en,"Troll kafirs: I block your Tweets without even reading. Now die in your rage even more!

#JeSuisKouachi",,
6.62522724800143E+017,"""And remember the Name of your Lord & devote urself to Him with a complete devotion""
Quran 73:8
#FreeMuslimPrisoners https://t.co/TBQdIn1pnP",1,en,"""And remember the Name of your Lord & devote urself to Him with a complete devotion""
Quran 73:8
#FreeMuslimPrisoners https://t.co/TBQdIn1pnP",,
7.44931649733927E+017,"🔻
#عاجل
#وكالة_أعماق

 مقاتلو الدولة الإسلامية يسيطرون على قرية خربة الروس قرب ناحية #أبو_قلقل جنوب #منبج بريف #حلب https://t.co/AYb2SkrgkP",1,ar,"🔻
#urgent
#Depth Agency

 Islamic State fighters control the village of Khirbet Al -Rous, near the district of #Abu_aklqal, south of #Manbij in the countryside",,
5.61542697517736E+017,"RT @KUWTIYA: ارتفاع عدد مبيعات المصاحف في فرنسا بعد حادث #شارلي_ايبدو

سبحان الله يحاربونه فيزيد انتشاراً
. http://t.co/Dejk1q9CPo",1,ar,"RT @kuwtiya: The high number of sales of the Qur’ans in France after the Charlie_Ibdo accident

Glory be to God, they will fight it and increase
. http://t.co/dejk1q9cpo",,
6.62656345796182E+017,"We are Muslims, the beautiful title Allaah gave us to call ourselves. Alhamdulillāh",1,en,"We are Muslims, the beautiful title Allaah gave us to call ourselves. Alhamdulillāh",,
7.5334433568129E+017,"Si les Saoud s alliaient au Chaytane en personne ctre les moujahidines, tu verrais les talafs se ranger du côté des premiers. Pourritures !",1,fr,"If the Saoud combined with chaytane in person in the Moujahidines, you would see the Talafs to line up on the side of the first. Rot!",,
5.69496934949335E+017,"RT @UlamaWitness: ""If one misses Salah for studies or simiar, he may fall into shirk of love (leaving worship for something else)!"" http://t.co/Bxy5fhoWis",1,en,"RT @UlamaWitness: ""If one misses Salah for studies or simiar, he may fall into shirk of love (leaving worship for something else)!"" http://t.co/Bxy5fhoWis",,
5.54381620782719E+017,"Very impressive
fighters holding the fronts in #Lattakia despite the #HudaStorm
RT
http://t.co/3fUD48AWF7",1,en,"Very impressive
fighters holding the fronts in #Lattakia despite the #HudaStorm
RT
http://t.co/3fUD48AWF7",,
6.65520249920463E+017,@JKhashoggi ليش ارهابيه ليش مافيكم انصاف العالم كله يضرب داعش الا تمكلك داعش حق الرد ما يكفي انكم تقصفونها تردون الا ترد بعد هزلت والله,1,ar,"@Jkhashoggi, why is it a terrorist, why are you not fair to the whole world?",,
7.34467878464983E+017,"#كلنا_ام_المساجد
الى علماء الحيض نقول 
عندما يتكلم اهل الثغور يصمت اهل الجحور",1,ar,"#We are all_M mosques
To menstruation, we say
When the people of the gaps speak, the people of Al -Jahour are silent",,
5.62883622064378E+017,"@zabihmujahid @najmudi Americans will say ""it crashed due to technical issues"" like always ,YH sure.",1,en,"@zabihmujahid @najmudi Americans will say ""it crashed due to technical issues"" like always ,YH sure.",,
6.68247946429899E+017,"@IHWCo Let them hang in on their tree, its the least they got after all their leaders left to join the Islamic State.",1,en,"@IHWCo Let them hang in on their tree, its the least they got after all their leaders left to join the Islamic State.",,
5.71882722483827E+017,@miramaurice http://t.co/y3flOG3hZW http://t.co/e7rsQuiDks http://t.co/ZXZkPFEUCn http://t.co/WGj18w2daQ http://t.co/VU1v8dxPi8,1,en,@miramaurice http://t.co/y3flOG3hZW http://t.co/e7rsQuiDks http://t.co/ZXZkPFEUCn http://t.co/WGj18w2daQ http://t.co/VU1v8dxPi8,,
5.69581520589099E+017,"Ok so shabab calls for attacks on oxford st, #London all Muslims should be careful and avoid it the area.  A warning has been issued",1,en,"Ok so shabab calls for attacks on oxford st, #London all Muslims should be careful and avoid it the area.  A warning has been issued",,
6.6583404520978E+017,@meh38Za Jazak ALLAH khair sister May Allah bless you💙,1,ar,@meh38za jazak allah khair sister may allah back you💙,,
5.54547398312071E+017,RT @BelovedAiysha: @dawla___account my heart flutters and my eyes tear up 2see a country gathered in thousands 2defend our BelovedMuhammad ﷺ❤️,1,en,RT @BelovedAiysha: @dawla___account my heart flutters and my eyes tear up 2see a country gathered in thousands 2defend our BelovedMuhammad ﷺ❤️,,
6.66124291646341E+017,"RT @abdullahaltapa: Disaat yg dbantai itu muslim kalian diam, disaat yg mati itu kafir kalian mengonggong. Bukankah kalian muslim, muslim itu satu tubuh.",1,id,"RT @ABDULLAHAHALTAPA: When the one who is lessen is your Muslim silent, when the dead is your infidel pounding. Are not you Muslims, Muslims are one body.",,
6.63712085075997E+017,@SultanMarshad انا انشر الشر ؟؟,1,ar,@SultanMarshad I publish evil ??,,
5.62168444490355E+017,@anglo_klaxon these guys are so tough the half kill themselves to show there serious,1,en,@anglo_klaxon these guys are so tough the half kill themselves to show there serious,,
5.65247604234416E+017,RT @S0ldier__: #true http://t.co/GyfdEuMpCd,1,en,RT @S0ldier__: #true http://t.co/GyfdEuMpCd,,
5.67406362007962E+017,Pls follow are spread our brother's new account @khilafah_news__,1,en,Pls follow are spread our brother's new account @khilafah_news__,,
5.64372250040627E+017,"4.Sahabeler, Mute savaşında yara almış ve hudeybiye sulhu ile geri çekilmişlerdi.Allah, Kuran da bunun apaçık Fetih olduğunu söylemiştir.",1,tr,4. The prophets were wounded in the battle of Mute and retreated with Hudeybiye peace.,,
5.55026498420474E+017,RT @XHNews: Chinese military doctors leave Beijing for Sierra Leone to help the West African nation fight Ebola http://t.co/63Wratoafu,1,en,RT @XHNews: Chinese military doctors leave Beijing for Sierra Leone to help the West African nation fight Ebola http://t.co/63Wratoafu,,
6.66710456002675E+017,RT @NetworkTawheed: #TawheedNetwork https://t.co/Or2PCPL2jl,1,en,RT @NetworkTawheed: #TawheedNetwork https://t.co/Or2PCPL2jl,,
7.34117589312545E+017,@XboxAbu @janatulnaeem222 هو شكله ما يعرف عربي بس قاعد يهايط وسوي نفسه فاهم 😭😂,1,ar,',,
7.1171640682027E+017,"#وكالة_أعماق
مقاتلو الدولة الإسلامية يستعيدون السيطرة على قريتي #مريغل و #الطوقلي في ريف حلب الشمالي وسقوط 15 قتيلا وجريحا من فصائل المعارضة",1,ar,"#Depth Agency
Islamic State fighters regain control of the villages of #Mergel and Al -Tawqali in the northern countryside of Aleppo and the fall of 15 dead and wounded from the opposition factions",,
5.53290208951935E+017,@_AK_47_S @Salah_ad_Din1 loool sis peak,1,en,@_AK_47_S @Salah_ad_Din1 loool sis peak,,
5.62617431630565E+017,"RT @sheikh_fulaani: Bismillah...

The 7th account. Previously known as fulaan_akh / FulaanBro / Sheikh Fulaan. More details will be put later.",1,om,#VALUE!,,
7.1240450058204E+017,RT @AliIdris87a: @Raqqa_SL #Amaaq reports he's sound and alive. https://t.co/nxb8IpS06E,1,en,RT @AliIdris87a: @Raqqa_SL #Amaaq reports he's sound and alive. https://t.co/nxb8IpS06E,,
8.1064945348078E+017,@itsayshaxo @IkramH28 nokali what kind of bengali dont like tea,1,en,@itsayshaxo @IkramH28 nokali what kind of bengali dont like tea,,
7.12641278391923E+017,"RT @syamilaJASMlN: Amaliyat istisyhad memukul sentralisasi kekuatan rezim Suriah di kawasan industri Deir al-Zour
Allahuakbar!! https://t.co/fBUf7insvm",1,id,"RT @syamilajasmln: Amaliyat istisyhad hit the centralization of the power of the Syrian regime in the Deir Al-Zour Industrial Area
Allah is the Greatest!! https://t.co/fbuf7insvm",,
5.54066869276402E+017,(فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم) [الشعراء:189] http://t.co/0HGgn8t8f6,1,ar,(So ​​they lied and took them to the torment of the day of the shadow. It was the torment of a great day) [Poets: 189],,
7.34733730410009E+017,"#İslamDevleti 
#HilafetTR 
#HorasanVilayeti 

Zübeyr Bin Avvam -Radiyallahuanhu- Bölüğünden Görüntüler https://t.co/yvsTTtXAzn",1,tr,"#Islamicdeti
#Hilafettr
#Horasanvilayet

Zübeyr bin Avvam -radiyallahuanhu- images from the company https://t.co/yvstttxazn",,
6.67365746410922E+017,@AbdugheniSabit @SaqrQaiid did daesh execute them officially?,1,en,@AbdugheniSabit @SaqrQaiid did daesh execute them officially?,,
5.54428682836906E+017,RT @Elverojaguar: http://t.co/auWDgIlEtd,1,en,RT @Elverojaguar: http://t.co/auWDgIlEtd,,
7.34414308256457E+017,"RT @FajrAliraq_News: أهالي قضاء ابو غريب يرصدون اليات عسكرية عليها رايات وكتابات فارسية متجهة الى #الفلوجة.
#مليشيات_إيران_تتوعد_الفلوجة https://t.co/mvK28YFCFn",1,ar,"RT @fajraliraq_news: The people of Abu Ghraib district monitor military mechanisms with Persian flags and writings heading to #Fallujah.
#Iran_Sti_The Fallujah https://t.co/mvk28yfcfn",,
5.71097303844397E+017,"إصدارات #الدولة_الإسلامية يحتوي على التقارير المصورة والمرئية والبيانات ويتم تحديث الإصدارات ..

http://t.co/BFLXTKHfBb",1,ar,"The publications of the Islamic State contains video and visual reports and data and the releases are updated.

http://t.co/bflxthfbb",,
7.10805100202205E+017,Cennet bir düğme kadar yakın mücahitlere https://t.co/iL2DIBKMUQ,1,tr,Https://t.co/il2dıbkmuq to the Mujahideen as close as a button,,
5.55219813539127E+017,"RT @wahwp1400: @yaseen_fifa @terrorist0011 @YazidBinMuaoiah 
أعراض المسلمات من مخيمات اللاجئين تباع في لبنان
ويسألوننا لماذا الذبح http://t.co/Tw9yOOMvAV",1,ar,"RT @wahwp1400: @yaseen_fifa @terrorist0011 @yazidbinmuaiah
Symptoms of Muslim women from refugee camps are sold in Lebanon
They ask us why the slaughter http://t.co/tw9yoOOOOOVAV",,
5.55828384794956E+017,"RT @khuraasani313: #Assad lieut. Alaa Barody published pics of him self burning a 4 years #SyrianChild yeah I know, who cares right! http://t.co/Xyc4igoWvU",1,en,"RT @khuraasani313: #Assad lieut. Alaa Barody published pics of him self burning a 4 years #SyrianChild yeah I know, who cares right! http://t.co/Xyc4igoWvU",,
5.63223180467122E+017,@abuzubeyr911 Ameen and you too akhil habeeb,1,en,@abuzubeyr911 Ameen and you too akhil habeeb,,
7.53349478686622E+017,"@alras_88 @Abou_djaafar اما ان تاتي بدليل واضح او سيتم حظرك
امامك 10 دق https://t.co/72ZDpsHFkX",1,ar,"@Alras_88 @abou_djaafar, either to come with a clear evidence or will be banned
In front of you 10 knock https://t.co/72zdpsfkx",,
5.53616686151381E+017,RT @AFP: #BREAKING Armed robber takes two hostage at jewellery store in southern French city,1,en,RT @AFP: #BREAKING Armed robber takes two hostage at jewellery store in southern French city,,
5.54729473070096E+017,آخر مرة قرأت القرآن ! متى كانت ؟   http://t.co/8N66wh5yFH,1,ar,The last time I read the Qur’an! When was it? http://t.co/8N66wh5yfh,,
5.61632058556965E+017,@saad_9141 @oamaz7 @AlOdailH @Ayman77Ahlawi77 هاذا الي نبيكم تفهمونه,1,ar,@saad_9141 @ohamaz7 @Alodailh @ayman77ahlawi77 This is your prophet you understand,,
7.94852387349529E+017,@rakan130 @JAZAlR يعني كربلاء مدينة من مدن اهل السنة والجماعة؟ طب ليش تريد من داعش تفجر فيها اذا هيك! 😂,1,ar,@rakan130 @jazalr means Karbala is a city from the cities of the Sunnis and the community? Why do you want ISIS to blow up if heck! 😂,,
7.20338001499398E+017,..may Allah look after you. 😔,1,en,..may Allah look after you. 😔,,
5.68786395055202E+017,@aboxatab86 assalaam alaikum bray barez atwani followm bkay inshaallah,1,ar,@aboxatab86 Assalam Alaikum Bray Barez Atwani Followm Bkay Inshaallah,,
7.12966713466352E+017,"They were just used as scapegoats, but alhamdulilah their ordeal is finally over.  https://t.co/FU0lB3YjjB",1,en,"They were just used as scapegoats, but alhamdulilah their ordeal is finally over.  https://t.co/FU0lB3YjjB",,
6.64946317827957E+017,RT @Kamrul_Islam123: 💭💭 https://t.co/Ic5m4M5QvF,1,ar,RT @kamrul_islam123: 💭💭 https://t.co/ic5m4m5qvf,,
5.62883698966938E+017,How do people really forget that Rasululilah Sallallahu Alayhi Wasallam fought in 27 battles & only made Hajj once :/,1,en,How do people really forget that Rasululilah Sallallahu Alayhi Wasallam fought in 27 battles & only made Hajj once :/,,
5.62382143587115E+017,RT @alnusra_alfa: @16takarier ينفقون أموالهم ليصدوا عن سبيل الله فسينفقونها ثم تكون عليهم حسرة,1,ar,"RT @alnusra_alfa: @16takarier spend their money to block the path of God, so they will spend it and then they will have a sorrow",,
5.61234394346959E+017,Please read what it says in the link. Wallah it's so deep 😞 donate for the sake of Allaah,1,en,Please read what it says in the link. Wallah it's so deep 😞 donate for the sake of Allaah,,
5.65415718846726E+017,"RT @MOALIMUU: Alshabab attacked several military bases outside Barawe town including Ambresa, Maringubay villages.Maringubay chairman is killed.#Somalia",1,en,"RT @MOALIMUU: Alshabab attacked several military bases outside Barawe town including Ambresa, Maringubay villages.Maringubay chairman is killed.#Somalia",,
5.61677938488541E+017,RT @Ramiroo19: How sinful are the youth that speak kindly to their friends yet rudely to their beloved mothers.,1,en,RT @Ramiroo19: How sinful are the youth that speak kindly to their friends yet rudely to their beloved mothers.,,
6.6646131007114E+017,"RT @baqiya80: SHOUTOUT PLEASE SUPPORT
Abu Muhajir
@abu_muhajir7
Abu Muhajir
@abu_muhajir7 https://t.co/Uj4UE9BZ3j",1,id,"RT @baqiya80: Shoutoutut please support
Abu Muhajir
@Abu_muhajir7
Abu Muhajir
@Abu_muhajir7 https://t.co/uj4ue9bz3j",,
5.71794198933983E+017,"RT @AliAlfarsiii: Only on the streets of khilafah

Nearly 2am this shop had all their items outside, while having no1 to look after it. http://t.co/djyMaKwmZQ",1,en,"RT @AliAlfarsiii: Only on the streets of khilafah

Nearly 2am this shop had all their items outside, while having no1 to look after it. http://t.co/djyMaKwmZQ",,
5.54713883840365E+017,It is plain to see those who do not rule & judge by the laws of Allah spread corruption & oppress the people !,1,en,It is plain to see those who do not rule & judge by the laws of Allah spread corruption & oppress the people !,,
6.65543296744223E+017,"@Magribiyyah in een woord ""verwerkelijkt"". Dus ""Dit fundament wordt enkel verwerkelijkt door het verlaten van het polytheïsme""",1,nl,"@Magribiyyah in a word ""realized"". So ""This foundation is only realized by leaving polytheism""",,
5.62053119798813E+017,"اتهمتونا بانا اتباع الزوابري وإنا نعُيد التجربة الجزائرية في الساحة الشامية
وإذا بمفتي الزوابري""ابي قتادة"" هوة مفتيكم!",1,ar,"You accused us of following the Zawabari and we repeat the Algerian experience in the Levantine Square
And if the Mufti of Al -Zawabri, ""Abi Qatada"", the chasm of your mufti!",,
8.11377799881785E+017,@Akeebomb i will in a jiffy,1,en,@Akeebomb i will in a jiffy,,
7.12198239265677E+017,"RT @oobaida_aao: عاجل | 

وكالة الأنباء البلجيكية : انفجارات في محطتي شومان ومالبيك لمترو الأنفاق في #بروكسل",1,ar,"RT @oobaida_aao: Urgent |

Belgian News Agency: Explosions at the Shoman and Malabick Stations of the subway in #Brussels",,
5.54335685445173E+017,Kufar & munafiq leaders come together over #CharlieHebdo to grieve nvm the Palestine massacre just so shows you no1 cares for Muslim blood!,1,en,Kufar & munafiq leaders come together over #CharlieHebdo to grieve nvm the Palestine massacre just so shows you no1 cares for Muslim blood!,,
5.54067796318233E+017,RT @Umm_Anaas: This is so beautiful http://t.co/9ZdhIk1dcr,1,en,RT @Umm_Anaas: This is so beautiful http://t.co/9ZdhIk1dcr,,
6.65835522368152E+017,"RT @Jazrawi_Oooud: Islamic state 
Jordan
Huge funeral of colonel Anwar abu zayd who killed US dogs in Jordan
: https://t.co/dCIuuiTFs7 https://t.co/fcMtwO09IP",1,en,"RT @Jazrawi_Oooud: Islamic state 
Jordan
Huge funeral of colonel Anwar abu zayd who killed US dogs in Jordan
: https://t.co/dCIuuiTFs7 https://t.co/fcMtwO09IP",,
7.10792246250119E+017,"📢📢
⬇⬇

. https://t.co/kunCaMJsua",1,und,"📢📢
⬇⬇

. https://t.co/kunCaMJsua",,
5.64115865507869E+017,"RT @SmwAlfekr: تضيق علينادنيانابهمومهاوآلامهافنذهب لفلان وعلان علّنانجد عنده مايخفف أوجاعناونغفل عن:
(أمّن يجيب المضطر إذادعاه)
#بوح http://t.co/eFe1updjzs",1,ar,"RT @smwalfekr: Ainadnayanaba, and their pains, we go to so -and -so, and we have a declaration, so he reduces the pains of us, overlooking:
(Secretary to answer the compelled if he claims it)
#Bouh http://t.co/ef1updjzs",,
-5579706819308160697.M,"“And if anyone of the Mushrikun seeks your protection then grant him protection, so that he may hear the Word of Allah.",1,en,"“And if anyone of the Mushrikun seeks your protection then grant him protection, so that he may hear the Word of Allah.",,
5.54355460061823E+017,RT @DawahAk1: #JeSuisMuslim http://t.co/3O7Rds1gzq,1,ln,#VALUE!,,
7.42238153428197E+017,"RT @Be_Like_Bilal: 50+ Muslims died today in Idlib
50+ Gays died today in USA

Dollar scholars like mufti menk only care about one group of people.",1,en,"RT @Be_Like_Bilal: 50+ Muslims died today in Idlib
50+ Gays died today in USA

Dollar scholars like mufti menk only care about one group of people.",,
5.63364813427184E+017,@AbuIyaadSP interesting - considering that I have never been a member of Hizb ut Tahrir in my life.,1,en,@AbuIyaadSP interesting - considering that I have never been a member of Hizb ut Tahrir in my life.,,
5.53825962505544E+017,"RT @RudwawEnglish: CORRECTION: 
We erroneously reported a news that turned out to be genuine last week. 
This is not part of RUDAW editorial policy. 
Sorry.",1,en,"RT @RudwawEnglish: CORRECTION: 
We erroneously reported a news that turned out to be genuine last week. 
This is not part of RUDAW editorial policy. 
Sorry.",,
5.61249150004519E+017,@TmKlash لهيب الحرب ولا مقارنه احدث نقله نوعيه حتى اصبح حديث الغرب والشرق .. عمل بذل فيه جهد عظيم من اجله !!,1,ar,"@Tmklash is the flames of war, and it is not compared to its latest quotation until it became the talk of the West and the East .. He made a great effort for it !!",,
6.63120245847106E+017,RT @TawheedNetwrk: I remember those beautiful brothers in Belmarsh prison maintaining a constant smile even though their world was crumbling in front of them,1,en,RT @TawheedNetwrk: I remember those beautiful brothers in Belmarsh prison maintaining a constant smile even though their world was crumbling in front of them,,
5.69475638035407E+017,"The West has been plundering our wealth for centuries. Now 
is the time for payback.",1,en,"The West has been plundering our wealth for centuries. Now 
is the time for payback.",,
6.65661149870977E+017,RT @UmmUmarah2: https://t.co/49N8BNYHwj,1,ar,RT @ummumarah2: https://t.co/49n8bnyhwj,,
5.63565879456063E+017,Follow my beloved brother @striv5r,1,en,Follow my beloved brother @striv5r,,
6.66207435837669E+017,"RT @abbasalbejawi: #Shia heretic tells the turh with out Taqiya that al-Baghdadi is doing the same thing Abu Bakr al-Siddiq did 

https://t.co/YTDn6eKHti",1,en,"RT @abbasalbejawi: #Shia heretic tells the turh with out Taqiya that al-Baghdadi is doing the same thing Abu Bakr al-Siddiq did 

https://t.co/YTDn6eKHti",,
5.71742702561329E+017,RT @gharibakhadija: http://t.co/kkvqtkRYqh,1,hi,RT @gharibakhadija: http://t.co/kkvqtkryqh,,
5.56064397567615E+017,"BREAKING UPDATE: AFP photographer shot at Pakistan #CharlieHebdo protest, in serious condition. http://t.co/kPxzvmRQka",1,en,"BREAKING UPDATE: AFP photographer shot at Pakistan #CharlieHebdo protest, in serious condition. http://t.co/kPxzvmRQka",,
6.67028125411357E+017,@MaghrebiWTNSS @AbuIzzadeen2 bruv stop wid the b***h talk where the sdf il kill them right now. If your not here keep it shut.,1,en,@MaghrebiWTNSS @AbuIzzadeen2 bruv stop wid the b***h talk where the sdf il kill them right now. If your not here keep it shut.,,
6.65868057840062E+017,"RT @kayadamVF: STOP SPREADING THIS PIC, IM FED UP OF SEEING THIS FAKE PIC CLAIMING TO BE ONE OF OUR MARTYRED FROM THE #ParisAttacks https://t.co/5CrKozsgxf",1,en,"RT @kayadamVF: STOP SPREADING THIS PIC, IM FED UP OF SEEING THIS FAKE PIC CLAIMING TO BE ONE OF OUR MARTYRED FROM THE #ParisAttacks https://t.co/5CrKozsgxf",,
6.06906185548067E+017,"The regime air force strikes west of Rif Dimashq and the Eastern Ghouta, while 10 fighters killed i... http://t.co/cZG7P1GfmN #Terrorism",0,en,"The regime air force strikes west of Rif Dimashq and the Eastern Ghouta, while 10 fighters killed i... http://t.co/cZG7P1GfmN #Terrorism",,
5.62372873784795E+017,RT @AzalCrow: @cptabdulsatar @lawen9991 We support the Peshmerga all the way to victory!,0,en,RT @AzalCrow: @cptabdulsatar @lawen9991 We support the Peshmerga all the way to victory!,,
7.1946584728318E+017,RT @kenanmalik: Would be interesting to check what percentage of British Muslims live in areas of more than 20% concentration. https://t.co/YX5V8MCLPx,0,en,RT @kenanmalik: Would be interesting to check what percentage of British Muslims live in areas of more than 20% concentration. https://t.co/YX5V8MCLPx,,
7.1254796412067E+017,"België is allemaal ons land,ook al raken ze ons in het hart,we zullen niet toegeven aan deze laffe barbaren,samen zijn wij de mensheid.",0,nl,"Belgium is all our country, even though they get into the heart, we will not admit to these cowardly barbarians, together we are humanity.",,
7.33194820081062E+017,"Syrian man on violence at Chios hotspot: ""When we asked the police 4 help, they disappeared” https://t.co/Nid7y82nlA https://t.co/7gztFVjNdY",0,en,"Syrian man on violence at Chios hotspot: ""When we asked the police 4 help, they disappeared” https://t.co/Nid7y82nlA https://t.co/7gztFVjNdY",,
7.93120237965247E+017,"RT @PoliticsPeach: Obama readjusted Malaysia's Human Rights Violations 2 move thru #TPP, where are FEMINISTS? https://t.co/W4FYmtX7Lo… https://t.co/Npfb1uhJvi",0,en,"RT @PoliticsPeach: Obama readjusted Malaysia's Human Rights Violations 2 move thru #TPP, where are FEMINISTS? https://t.co/W4FYmtX7Lo… https://t.co/Npfb1uhJvi",,
7.19979557642703E+017,"@merlijn4 3500€ 
Check website voor details aub",0,nl,"@Merlijn4 3500 €
Check website for details please",,
7.89936098675917E+017,@iedfan Can you explain please?,0,en,@iedfan Can you explain please?,,
7.32146180499616E+017,"@lisafleisher which definition of basic? Basic as in ""basic b's""? or basic as in simple?",0,en,"@lisafleisher which definition of basic? Basic as in ""basic b's""? or basic as in simple?",,
5.61527209509147E+017,U.S. reports 27 more strikes against Islamic State http://t.co/VQwM5bBij7 #CPVTS,0,en,U.S. reports 27 more strikes against Islamic State http://t.co/VQwM5bBij7 #CPVTS,,
7.31383354088522E+017,Hezbollah says 'takfiri groups' behind commander's death in Syria: Al Manar TV https://t.co/WvpqoaSw1E #CPVTS,0,en,Hezbollah says 'takfiri groups' behind commander's death in Syria: Al Manar TV https://t.co/WvpqoaSw1E #CPVTS,,
7.94411376429056E+017,"اختتام النسخة 11 من معرض ""ميليبول"" الدولي لأنظمة الأمن الداخلي في #الدوحة بمشاركة أكثر من 230 شركة قدمت حلولا أمنية… https://t.co/F8xzyhhK2f",0,ar,"The conclusion of the 11th edition of the ""Milipol"" International Exhibition for Internal Security Systems in Doha, with the participation of more than 230 companies that provided security solutions ... https://t.co/f8xzyhhk2f",,
7.94099718523589E+017,"@EA_WorldView Well, some say they were civilians.",0,en,"@EA_WorldView Well, some say they were civilians.",,
6.63939507159327E+017,"14 Facts and Secrets about #islam that Everyone must know..
Click on the Link Below to read more..
https://t.co/teOOwpZr4C",0,en,"14 Facts and Secrets about #islam that Everyone must know..
Click on the Link Below to read more..
https://t.co/teOOwpZr4C",,
7.20257936300327E+017,RT @qaiserthethia: Shame on you Nawaz Sharif #BhaagNawazBhaag,0,gu,RT @qaiserthethia: shame on you nawaz sharif #bhaagnawazbhaag,,
5.61693779833651E+017,@BenDohertyCorro thought you might want to know-rumors of Peter Greste's release come from these tweets http://t.co/BML4kGfrJT,0,en,@BenDohertyCorro thought you might want to know-rumors of Peter Greste's release come from these tweets http://t.co/BML4kGfrJT,,
6.65336431749939E+017,"@kdidddddkdkdk1 If I could change what my gov't does I would, that I promise.",0,en,"@kdidddddkdkdk1 If I could change what my gov't does I would, that I promise.",,
5.63394973643465E+017,@abuhani_2014 @MuwMedia Try to understand that all sincere scholars who are supporters of Jihad and Mujahideen stood against them.,0,en,@abuhani_2014 @MuwMedia Try to understand that all sincere scholars who are supporters of Jihad and Mujahideen stood against them.,,
